#: table_doi: 10.17182/hepdata.63400.v1/t4
#: name: Table 4
#: description: The nuclear modification factor of charged particles as a function of transverse momentum, measured in minimum-bias (NSD) p-Pb collisions at sqrt(sNN) = 5.02 TeV in two pseudorapidity ranges, |eta(cms)| < 0.3 and -1.3 < eta(cms) < 0.3.

#: data_file: Table4.yaml
#: keyword reactions: P PB --> CHARGED X | P P --> CHARGED X
#: keyword observables: RATIO
#: keyword phrases: Inclusive | Proton-Proton Scattering
#: keyword cmenergies: 5020.0
#: RE,,,P P --> CHARGED X,,,,,,
#: ETARAP(RF=CM),,,-0.3-0.3
#: SQRT(S)/NUCLEON [GeV],,,5020.0
'PT [GEV]','PT [GEV] LOW','PT [GEV] HIGH','R(pPb)','stat +','stat -','sys +','sys -','sys,overall normalization uncertainty +','sys,overall normalization uncertainty -'
3.1,3.0,3.2,1.097,0.002,-0.002,0.089,-0.089,'6.0%','-6.0%'
3.3,3.2,3.4,1.099,0.0022,-0.0022,0.089,-0.089,'6.0%','-6.0%'
3.5,3.4,3.6,1.091,0.0024,-0.0024,0.088,-0.088,'6.0%','-6.0%'
3.7,3.6,3.8,1.088,0.0026,-0.0026,0.088,-0.088,'6.0%','-6.0%'
3.9,3.8,4.0,1.1,0.0029,-0.0029,0.089,-0.089,'6.0%','-6.0%'
4.25,4.0,4.5,1.098,0.0029,-0.0029,0.089,-0.089,'6.0%','-6.0%'
4.75,4.5,5.0,1.081,0.0031,-0.0031,0.087,-0.087,'6.0%','-6.0%'
5.25,5.0,5.5,1.071,0.0032,-0.0032,0.093,-0.093,'6.0%','-6.0%'
5.75,5.5,6.0,1.053,0.004,-0.004,0.091,-0.091,'6.0%','-6.0%'
6.25,6.0,6.5,1.044,0.0048,-0.0048,0.089,-0.089,'6.0%','-6.0%'
6.75,6.5,7.0,1.025,0.0057,-0.0057,0.087,-0.087,'6.0%','-6.0%'
7.5,7.0,8.0,1.007,0.0052,-0.0052,0.085,-0.085,'6.0%','-6.0%'
8.5,8.0,9.0,0.9984,0.007,-0.007,0.084,-0.084,'6.0%','-6.0%'
9.5,9.0,10.0,0.9786,0.0091,-0.0091,0.082,-0.082,'6.0%','-6.0%'
10.5,10.0,11.0,0.9803,0.01,-0.01,0.083,-0.083,'6.0%','-6.0%'
11.5,11.0,12.0,0.9636,0.013,-0.013,0.082,-0.082,'6.0%','-6.0%'
12.5,12.0,13.0,0.9783,0.016,-0.016,0.081,-0.081,'6.0%','-6.0%'
13.5,13.0,14.0,0.9676,0.018,-0.018,0.081,-0.081,'6.0%','-6.0%'
14.5,14.0,15.0,0.9676,0.022,-0.022,0.083,-0.083,'6.0%','-6.0%'
15.5,15.0,16.0,0.953,0.025,-0.025,0.081,-0.081,'6.0%','-6.0%'
17.0,16.0,18.0,0.9626,0.023,-0.023,0.083,-0.083,'6.0%','-6.0%'
19.0,18.0,20.0,0.977,0.031,-0.031,0.087,-0.087,'6.0%','-6.0%'
21.0,20.0,22.0,0.9699,0.04,-0.04,0.087,-0.087,'6.0%','-6.0%'
23.0,22.0,24.0,1.019,0.052,-0.052,0.093,-0.093,'6.0%','-6.0%'
26.0,24.0,28.0,0.9387,0.046,-0.046,0.086,-0.086,'6.0%','-6.0%'
30.0,28.0,32.0,0.9117,0.065,-0.065,0.084,-0.084,'6.0%','-6.0%'
36.0,32.0,40.0,1.022,0.081,-0.081,0.095,-0.095,'6.0%','-6.0%'
45.0,40.0,50.0,0.8664,0.1,-0.1,0.082,-0.082,'6.0%','-6.0%'

